City_ID,City,Country,Lat,Lng,Humidity,Hotel Name
0,faya,SA,18.3851,42.4509,35,No hotel found
4,lanzhou,CN,36.0564,103.7922,48,西园宾馆
12,trairi,BR,-3.2778,-39.2689,51,Pousada Villa Aurora
19,puerto ayora,EC,-0.7393,-90.3518,82,Hostal La Mirada De Solitario George
21,nuevo laredo,MX,27.4763,-99.5164,87,Best Western Plus
22,guiratinga,BR,-16.3494,-53.7583,14,No hotel found
28,zangakatun,AM,39.8212,45.0406,55,No hotel found
29,saint-louis,SN,16.3333,-15.0,24,No hotel found
30,midwest city,US,35.4495,-97.3967,33,No hotel found
34,naberera,TZ,-4.2,36.9333,54,No hotel found
38,labuhan,ID,-6.8844,112.2051,88,No hotel found
39,tomatlan,MX,19.9333,-105.25,71,Hotel Hacienda Vieja Tomatlan
44,collierville,US,35.042,-89.6645,47,Days Inn & Suites by Wyndham Collierville Germantown Area
45,kapaa,US,22.0752,-159.319,84,Pono Kai Resort
46,mogadishu,SO,2.0371,45.3438,83,Villa Rays Restaurant & Hotel
51,hilo,US,19.7297,-155.09,83,Dolphin Bay Hotel
52,businga,CD,3.3333,20.8833,87,Hôtel Roho
55,cayenne,GF,4.9333,-52.3333,58,Central Hôtel
60,airai,TL,-8.9266,125.4092,93,No hotel found
63,banda,IN,25.4833,80.3333,52,#acnindiafy21
64,atuona,PF,-9.8,-139.0333,69,Pearl Resort
67,caravelas,BR,-17.7125,-39.2481,64,Pousada dos Navegantes
70,mendi,PG,-6.1761,143.6513,97,Kiburu Lodge
71,cobija,BO,-11.0267,-68.7692,83,Hospedaje Novedades
73,nalut,LY,30.3333,10.85,27,No hotel found
81,makakilo city,US,21.3469,-158.0858,81,Embassy Suites by Hilton Oahu Kapolei
84,darnah,LY,32.767,22.6367,73,فندق الفردوس
88,ponta do sol,PT,32.6667,-17.1,69,Estalagem Ponta do Sol
90,saint george,US,37.1041,-113.5841,44,"The Advenire, an Autograph Collection Hotel"
93,ugoofaaru,MV,5.6667,73.0,80,No hotel found
94,butaritari,KI,3.0707,172.7902,77,No hotel found
95,kavaratti,IN,10.5669,72.642,78,No hotel found
96,zhangye,CN,38.9342,100.4517,16,Zhangye Hotel 张掖饭店
97,shenjiamen,CN,29.9576,122.298,59,Zhonghan Hotel
98,itarema,BR,-2.9248,-39.9167,54,Pousada Oásis
99,trincomalee,LK,8.5711,81.2335,82,Summer set inn
103,siavonga,ZM,-16.5382,28.7088,32,Lake Safari Lodge Annex
105,nova olimpia,BR,-14.7972,-57.2881,21,Olímpia Hotel
110,calabozo,VE,8.9242,-67.4293,75,Gran Hotel Guarico
111,sao filipe,CV,14.8961,-24.4956,78,Bela Vista
113,kavieng,PG,-2.5744,150.7967,71,Kavieng Hotel
